id,coachID,note,buyout,maxBonus,teamID,otherPay,totalPay,lastName,teamName,firstName,headShot,schoolPay,actualPay,lastYearBonus,season,coachType,conference,league,team_conference_id,team_conference_name,team_conference_abbreviation,team_conference___typename,team___typename,aggregatedTime,pandemicReduction,contractYearPayReduction,__typename
5762,5762,,3104338,1250000,3504,5194,2457363,Houston,East Carolina,Mike,SMG/sports_headshots/ncaaf/coach/mike _houston_s.jpg,2452169,2452169,25000,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.060228745Z,-1,-1,CoachesSalaries
3543,3543,,-1,-1,3487,-1,2360640,Lashlee,SMU,Rhett,SMG/sports_headshots/ncaaf/coach/rhett_lashlee_s.jpg,2360640,2360640,-1,2024,head,Atlantic Coast Conference,CFB,1,Atlantic Coast,ACC,Conference,Teams,2024-10-16T07:05:36.062203204Z,-1,-1,CoachesSalaries
4102,4102,School Pay does not include the value of housing furnished by Army West Point Athletic Association that Monken is required to occupy as a condition of his employment.,7545833,925000,3502,-1,2350000,Monken,Army West Point,Jeff,SMG/sports_headshots/ncaaf/coach/jeff_monken_s.jpg,2350000,2350000,250000,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.059676778Z,-1,-1,CoachesSalaries
4481,4481,,6140000,500000,3506,-1,2200000,Silverfield,Memphis,Ryan,SMG/sports_headshots/ncaaf/coach/ryan_silverfield_s.jpg,2200000,2200000,210000,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.061099792Z,-1,-1,CoachesSalaries
1574,1574,,5100017,1075000,3466,-1,2000008,Bray,Oregon State,Trent,SMG/sports_headshots/ncaaf/coach/trent_bray_s.jpg,2000008,2000008,-1,2024,head,Pac-12 Conference,CFB,7,Pac-12,Pac-12,Conference,Teams,2024-10-16T07:05:36.061846811Z,-1,-1,CoachesSalaries
1740,1740,,-1,-1,3421,-1,1888979,Drayton,Temple,Stan,SMG/sports_headshots/ncaaf/coach/stan_drayton_s.jpg,1888979,1888979,-1,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.062298737Z,-1,-1,CoachesSalaries
546,546,,2500000,975000,3494,-1,1800000,Norvell,Colorado State,Jay,SMG/sports_headshots/ncaaf/coach/jay_norvell_s.jpg,1800000,1800000,0,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.060151644Z,-1,-1,CoachesSalaries
5809,5809,"Base salary amount only. Figure provided by Naval Academy Athletic Association, a private, non-profit organization under which the academy operates its athletics program and that declined to provide any additional information.",-1,-1,3507,-1,1800000,Newberry,Navy,Brian,SMG/sports_headshots/ncaaf/coach/brian_newberry_s.jpg,1800000,1800000,-1,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.061355505Z,-1,-1,CoachesSalaries
4177,4177,"All figures based on parties' memorandum of understanding from November 2023, not a full-form contract",5478438,730000,3498,-1,1753100,Lewis,San Diego State,Sean,SMG/sports_headshots/ncaaf/coach/sean_lewis_s.jpg,1753100,1753100,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.062056729Z,-1,-1,CoachesSalaries
339,339,,6156666,445000,3446,-1,1750000,Odom,UNLV,Barry,SMG/sports_headshots/ncaaf/coach/barry_odom_s.jpg,1750000,1750000,75000,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.061432992Z,-1,-1,CoachesSalaries
3459,3459,,2881250,500000,3607,-1,1700000,Mora,Connecticut,Jim,SMG/sports_headshots/ncaaf/coach/jim _mora_s.jpg,1700000,1700000,50000,2024,head,Independents,CFB,11,Independents (FBS),IndFBS,Conference,Teams,2024-10-16T07:05:36.060176864Z,-1,-1,CoachesSalaries
127,127,,6262500,835000,3449,-1,1500000,Niumatalolo,San Jose State,Ken,SMG/sports_headshots/ncaaf/coach/ken_niumatalolo_s.jpg,1500000,1500000,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.062080738Z,-1,-1,CoachesSalaries
6718,6718,,4116667,1400000,3612,150000,1450000,Dilfer,UAB,Trent,SMG/sports_headshots/ncaaf/coach/trent_dilfer_s.jpg,1300000,1300000,0,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.059501573Z,-1,-1,CoachesSalaries
3573,3573,"School Pay includes $125,000 retention bonus Morris will receive if he remains North Texas' head coach through Jan. 31, 2025.",2070000,585000,3587,-1,1325000,Morris,North Texas,Eric,SMG/sports_headshots/ncaaf/coach/eric_morris_s.jpg,1325000,1325000,0,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.061591624Z,-1,-1,CoachesSalaries
2150,2150,"School Pay includes two separate retention payments provided for 2024-25 contract year under new agreement signed by the parties in March 2024. Martin was due $125,000 for being head coach on March 15, 2024 and he will receive an additional $250,000 if remains head coach on Jan. 15, 2025. In the future, he will be eligible for one retention payment annually.",2250000,680000,3458,-1,1257984,Martin,Miami (OH),Chuck,SMG/sports_headshots/ncaaf/coach/chuck_martin_s.jpg,1257984,1257984,47946,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.061153316Z,-1,-1,CoachesSalaries
1454,1454,,4800000,545000,3497,-1,1200000,Mendenhall,New Mexico,Bronco,SMG/sports_headshots/ncaaf/coach/bronco_mendenhall_s.jpg,1200000,1200000,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.061461468Z,-1,-1,CoachesSalaries
5164,5164,"School Pay includes $35,000 signing bonus",3972525,508002,3517,-1,1135008,Danielson,Boise State,Spencer,SMG/sports_headshots/ncaaf/coach/spencer_danielson_s.jpg,1135008,1135008,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.059780513Z,-1,-1,CoachesSalaries
1137,1137,,1000000,1100000,3460,-1,1125000,Candle,Toledo,Jason,SMG/sports_headshots/ncaaf/coach/jason_candle_s.jpg,1125000,1125000,455000,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.062522667Z,-1,-1,CoachesSalaries
522,522,,4791667,325000,3501,-1,1100000,Sawvel,Wyoming,Jay,SMG/sports_headshots/ncaaf/coach/jay_sawvel_s.jpg,1100000,1100000,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.0629598Z,-1,-1,CoachesSalaries
213,213,"School Pay includes $25,000 signing bonus.",3500000,475000,3445,-1,1075000,Choate,Nevada,Jeff,SMG/sports_headshots/ncaaf/coach/jeff_choate_s.jpg,1075000,1075000,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.061405284Z,-1,-1,CoachesSalaries
182,182,"School pay includes $100,000 payment Rodriguez will receive if he remains head coach on Oct. 31 and has engaged in what contract terms 'consistent, diligent and tangible efforts to support the advancement and fundraising activities of the University.'",5207333,210000,3650,-1,1056000,Rodriguez,Jacksonville State,Rich,SMG/sports_headshots/ncaaf/coach/rich_rodriguez_s.jpg,1056000,1056000,30000,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.060673438Z,-1,-1,CoachesSalaries
257,257,"Beck was contractually entitled to $500,000 of a $1 million bonus pool that was to be divided between him and the football staff. The school said Beck actually was paid $495,000.",2428125,1600000,5144,-1,1050000,Beck,Coastal Carolina,Tim,SMG/sports_headshots/ncaaf/coach/tim_beck_s.jpg,1050000,1050000,500000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.060098685Z,-1,-1,CoachesSalaries
1874,1874,,1800000,560000,3455,-1,1048493,McElwain,Central Michigan,Jim,SMG/sports_headshots/ncaaf/coach/jim_mcelwain_s.jpg,1048493,1048493,0,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.059994869Z,-1,-1,CoachesSalaries
6033,6033,,4041667,867500,3590,2000,1002000,Kinne,Texas State,G.J.,SMG/sports_headshots/ncaaf/coach/g.j._kinne_s.jpg,1000000,1000000,75000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.062423569Z,-1,-1,CoachesSalaries
1006,1006,,1625000,1060000,3444,-1,1000000,Cumbie,Louisiana Tech,Sonny,SMG/sports_headshots/ncaaf/coach/sonny_cumbie_s.jpg,1000000,1000000,0,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.060886242Z,-1,-1,CoachesSalaries
2011,2011,,4083333,255000,3557,-1,1000000,Mason,Middle Tennessee,Derek,SMG/sports_headshots/ncaaf/coach/derek_mason_s.jpg,1000000,1000000,-1,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.06123048Z,-1,-1,CoachesSalaries
234,234,"Figures based on memorandum of understanding (MOU) signed in November 2022, rather than full-form contract. MOU says Herman is eligible for bonuses based on team academics, but does not include any details. School Buyout figure based on provision in MOU that says if the University terminates without cause, it may, at 'its sole and absolute discretion,' reassign Herman to another position within the University and continue providing his base pay at the time of the reassignment for the remainder of the contract term or until Herman terminates employment with the University, whichever occurs first. If Herman chooses to separate from the University after a reassignment, he will be paid a lump-sum severance amount equal to the lesser of 20 weeks of annual salary or the remainder of the term of the agreement.",4183333,690000,4947,-1,1000000,Herman,Florida Atlantic,Tom,SMG/sports_headshots/ncaaf/coach/tom_herman_s.jpg,1000000,1000000,0,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.060306497Z,-1,-1,CoachesSalaries
6719,6719,,1541667,1325000,24549,-1,1000000,Poggi,Charlotte,Biff,SMG/sports_headshots/ncaaf/coach/biff_poggi_s.jpg,1000000,1000000,0,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.060023059Z,-1,-1,CoachesSalaries
2818,2818,,-1,-1,3486,-1,981781,Bloomgren,Rice,Mike,SMG/sports_headshots/ncaaf/coach/mike_bloomgren_s.jpg,981781,981781,-1,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.061963376Z,-1,-1,CoachesSalaries
1022,1022,"School Pay includes $22,085 payments that Clark will receive only if he remains head coach on Oct. 15, Nov. 15 and Dec. 15, 2024.",1000000,605000,3576,-1,950020,Clark,Appalachian State,Shawn,SMG/sports_headshots/ncaaf/coach/shawn_clark_s.jpg,950020,950020,170000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.059528516Z,-1,-1,CoachesSalaries
1887,1887,"School reported that Helton divided $38,000 of his Bonuses Paid in 2023-24 among select staff.",3150000,450000,3628,-1,927180,Helton,Western Kentucky,Tyson,SMG/sports_headshots/ncaaf/coach/tyson_helton_s.jpg,927180,927180,200000,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.06288191Z,-1,-1,CoachesSalaries
2909,2909,,2925000,690000,3626,-1,900000,Parker,Troy,Gerad,SMG/sports_headshots/ncaaf/coach/gerad_parker_s.jpg,900000,900000,-1,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.062552497Z,-1,-1,CoachesSalaries
811,811,,800000,950000,3609,-1,882586,Brown,Massachusetts,Don,SMG/sports_headshots/ncaaf/coach/don_brown_s.jpg,882586,882586,0,2024,head,Independents,CFB,11,Independents (FBS),IndFBS,Conference,Teams,2024-10-16T07:05:36.061075175Z,-1,-1,CoachesSalaries
4200,4200,,2175150,225000,23171,-1,853000,McGee,Georgia State,Dell,SMG/sports_headshots/ncaaf/coach/dell_mcgee_s.jpg,853000,853000,-1,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.06046405Z,-1,-1,CoachesSalaries
4360,4360,,2358750,789000,3461,-1,850000,Taylor,Western Michigan,Lance,SMG/sports_headshots/ncaaf/coach/lance_taylor_s.jpg,850000,850000,0,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.062910086Z,-1,-1,CoachesSalaries
1570,1570,,1321783,415000,11973,-1,845941,Rahne,Old Dominion,Ricky,SMG/sports_headshots/ncaaf/coach/ricky_rahne_s.jpg,845941,845941,25000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.061796417Z,-1,-1,CoachesSalaries
2361,2361,,2333333,325000,12723,-1,825000,Applewhite,South Alabama,Major,SMG/sports_headshots/ncaaf/coach/major_applewhite_s.jpg,825000,825000,-1,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.062106479Z,-1,-1,CoachesSalaries
89,89,,1041667,442500,3443,-1,825000,Jones,Arkansas State,Butch,SMG/sports_headshots/ncaaf/coach/butch_jones_s.jpg,825000,825000,25000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.059646288Z,-1,-1,CoachesSalaries
4918,4918,,892667,1225000,3510,-1,824000,Hall,Southern Miss,Will,SMG/sports_headshots/ncaaf/coach/will_hall_s.jpg,824000,824000,0,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.06222785Z,-1,-1,CoachesSalaries
2037,2037,,1910313,920000,3580,-1,805000,Helton,Georgia Southern,Clay,SMG/sports_headshots/ncaaf/coach/clay_helton_s.jpg,805000,805000,25000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.060435843Z,-1,-1,CoachesSalaries
4959,4959,"In addition to School Pay, university provided up-front payment of $151,240 to Austin Peay to cover buyout that Walden owed that school. However, Walden must reimburse Texas-El Paso for this amount in the following manner: $76,239.92 in 12 equal consecutive monthly installments beginning on Jan. 1, 2024 and ending on Dec. 1, 2024; and the outstanding amount in 12 equal consecutive monthly installments beginning on Jan. 1, 2025 and ending on Dec. 1, 2025. The monthly installments are to be automatically withheld from Walden's compensation that would otherwise be payable. In the event of early termination of their contract by either party, with or without cause, on or before Dec. 1, 2025, any of this amount that remains unpaid becomes immediately payable.",2041667,259616,3500,-1,800000,Walden,UTEP,Scotty,SMG/sports_headshots/ncaaf/coach/scotty_walden_s.jpg,800000,800000,-1,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.062471979Z,-1,-1,CoachesSalaries
4464,4464,,903500,930000,3450,-1,772800,Desormeaux,Louisiana,Michael,SMG/sports_headshots/ncaaf/coach/michael_desormeaux_s.jpg,772800,772800,25000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.060912185Z,-1,-1,CoachesSalaries
6408,6408,"Dreiling became interim head coach on July 2, 2024 and is under contract in that capacity through Jan. 31, 2025. He previously had been working as a Utah State assistant coach since Jan. 23, 2024. School Pay is based on sum of 5 months of base salary at $350,000 annual rate, 7 months of base salary at $550,000 annual rate and a total of $300,000 as 'Media Rights and Endorsement Compensation,' paid in equal installments at the ends of September, October and November.",91667,680000,3451,-1,766668,Dreiling,Utah State,Nate,SMG/sports_headshots/ncaaf/coach/nate_dreiling_s.jpg,766668,766668,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.062676327Z,-1,-1,CoachesSalaries
6967,6967,"School Pay includes $140,000 retention payment Chesney will receive if he remains head coach on Jan. 31, 2025. In addition to School Pay, university agreed to pay up to $175,000 to Holy Cross to cover buyout that Chesney owed that school, plus an additional $125,691 'to partially offset' his tax liability. If his tax liability ends up being less than that additional amount, the parties agree to negotiate a reduction of that amount.",2820000,335000,3601,-1,766500,Chesney,James Madison,Bob,SMG/sports_headshots/ncaaf/coach/bob_chesney_s.jpg,766500,766500,-1,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.060699181Z,-1,-1,CoachesSalaries
2957,2957,,125917,1305000,3581,-1,755500,Huff,Marshall,Charles,SMG/sports_headshots/ncaaf/coach/charles_huff_s.jpg,755500,755500,50000,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.061027169Z,-1,-1,CoachesSalaries
484,484,,1140625,650000,5090,-1,750000,MacIntyre,FIU,Mike,SMG/sports_headshots/ncaaf/coach/mike_macintyre_s.jpg,750000,750000,70000,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.06033364Z,-1,-1,CoachesSalaries
2791,2791,"School Pay takes into account Lembo's base salary being increased to $515,000 annual rate as of July 1, 2024. Prior to that date, it had been at $500,000 annual rate.",2041667,340000,3613,-1,732500,Lembo,Buffalo,Pete,SMG/sports_headshots/ncaaf/coach/pete_lembo_s.jpg,732500,732500,-1,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.059889962Z,-1,-1,CoachesSalaries
844,844,"School Pay takes into account mid-year compensation changes: As of July 1, 2024 -- 6 months into Albin's current contract year -- his base salary increased from $603,000 annual rate to $615,060.",1894052,292259,3459,300,709330,Albin,Ohio,Tim,SMG/sports_headshots/ncaaf/coach/tim_albin_s.jpg,709030,709030,40150,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.061689328Z,-1,-1,CoachesSalaries
2227,2227,"School pay includes $25,000 retention payment Hammock will receive if he remains head coach as of Feb. 1, 2025",1896668,1051000,3448,-1,708086,Hammock,Northern Illinois,Thomas,SMG/sports_headshots/ncaaf/coach/thomas_hammock_s.jpg,708086,708086,54000,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.061615946Z,-1,-1,CoachesSalaries
4104,4104,"School Pay includes $50,000 retention bonus paid in March 2024 in recognition of Creighton becoming the fourth head coach in university's history to lead the team for 10 years. School Pay also takes into account mid-year compensation changes: As of July 1, 2024 -- 6 months into Creighton's current contract year -- his base salary increased from $400,000 annual rate to $405,000 and his Supplemental Pay increased from $245,000 annual rate to $255,000. Bonuses Paid for 2023-24 includes $60,000 connected with team academic achievement that was allocated among assistant coaches and team staff.",1500000,500000,3456,-1,707500,Creighton,Eastern Michigan,Chris,SMG/sports_headshots/ncaaf/coach/chris_creighton_s.jpg,707500,707500,85000,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.060253697Z,-1,-1,CoachesSalaries
4933,4933,"School Pay includes retention payments of $68,334 that Chang will receive if he remains head coach on Nov. 22, 2024 and Jan. 22, 2025.",456521,1340000,3496,5000,705008,Chang,Hawaii,Timmy,SMG/sports_headshots/ncaaf/coach/timmy_chang_s.jpg,700008,700008,0,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.060516652Z,-1,-1,CoachesSalaries
3619,3619,,550000,425000,3453,5000,705000,Neu,Ball State,Mike,SMG/sports_headshots/ncaaf/coach/mike_neu_s.jpg,700000,700000,23500,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.05973122Z,-1,-1,CoachesSalaries
6720,6720,,1291677,150000,3589,-1,625000,Keeler,Sam Houston,K.C.,SMG/sports_headshots/ncaaf/coach/k.c._keeler_s.jpg,625000,625000,50000,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.062029069Z,-1,-1,CoachesSalaries
1253,1253,"School Pay includes $60,000 supplemental payment Moorhead will receive if he remains head coach on Jan. 1, 2025.",982813,620000,3452,-1,620000,Moorhead,Akron,Joe,SMG/sports_headshots/ncaaf/coach/joe_moorhead_s.jpg,620000,620000,0,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.059440585Z,-1,-1,CoachesSalaries
3639,3639,"All figures are from non-binding offer letter, rather than full-form contract, which must be approvrd of the University of Louisiana System Board of Supervisors. As of Oct. 9, 2024, the board's next scheduled meeting was Oct. 24, 2024.",-1,380000,3508,-1,600000,Vincent,ULM,Bryant,SMG/sports_headshots/ncaaf/coach/bryant_vincent_s.jpg,600000,600000,-1,2024,head,Sun Belt Conference,CFB,90,Sun Belt,SBC,Conference,Teams,2024-10-16T07:05:36.06093703Z,-1,-1,CoachesSalaries
4385,4385,,2450000,225000,3447,-1,600000,Sanchez,New Mexico State,Tony,SMG/sports_headshots/ncaaf/coach/tony_sanchez_s.jpg,600000,600000,-1,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.061516116Z,-1,-1,CoachesSalaries
1743,1743,,767000,190000,3454,2000,582000,Loeffler,Bowling Green,Scot,SMG/sports_headshots/ncaaf/coach/scot_loeffler_s.jpg,580000,580000,32500,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.059841162Z,-1,-1,CoachesSalaries
4245,4245,,356250,416000,3457,2100,527100,Burns,Kent State,Kenni,SMG/sports_headshots/ncaaf/coach/kenni_burns_s.jpg,525000,525000,-1,2024,head,Mid-American Conference,CFB,6,Mid-American,MAC,Conference,Teams,2024-10-16T07:05:36.06080632Z,-1,-1,CoachesSalaries
4871,4871,"Total Pay is partial-year amount from school's most recently available federal tax records, which cover 2022 calendar year. Chadwell was hired by school on Dec. 4, 2022. Total Pay includes $335,083 that school categorized as base salary, which -- if annualized on a monthly basis -- is slightly more than $4 million. Total Pay also includes $144,546 that school categorized as bonus and incentive compensation.",-1,-1,3619,-1,479629,Chadwell,Liberty,Jamey,SMG/sports_headshots/ncaaf/coach/jamey_chadwell_s.jpg,479629,479629,-1,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.06085929Z,-1,-1,CoachesSalaries
2432,2432,"Skipper became interim head coach on July 15, 2024 and is under contract in that capacity through Jan. 31, 2025. He previously had been working as a Fresno State assistant coach since Feb. 1, 2024. School Pay is based on sum of 5.5 months of base salary at $180,000 annual rate, 6.5 months of base salary at $350,000 annual rate and 6.5 months of compensation from the Fresno State Athletic Corp., at $350,000 annual rate.",46667,1192500,3495,-1,461667,Skipper,Fresno State,Tim,SMG/sports_headshots/ncaaf/coach/tim _skipper_s.jpg,461667,461667,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.060383419Z,-1,-1,CoachesSalaries
1449,1449,"All figures based on Employment Agreement and Income Guarantee Agreement, as amended in February 2022. The Employment Agreement states: ?Notwithstanding the foregoing, if University changes NCAA Subdivisions, from the Football Championship Subdivision ('FCS') to the Football Bowl Subdivision ('FBS') with respect to the University's football program, then University and Employee shall negotiate in good faith a market-based adjustment to Base Salary, Supplemental Compensation and/or Incentive Compensation for Employee.? As of Sept. 25, 2024, there were no documents reflecting such adjustments, according to the university?s Division of Legal Affairs, which responds to open-records requests, and athletics department spokesman said Oct. 3, 2024, the university had no additional information to provide.",605333,10000,28391,-1,376000,Bohannon,Kennesaw State,Brian,SMG/sports_headshots/ncaaf/coach/brian_bohannon_s.jpg,376000,376000,-1,2024,head,Conference USA,CFB,72,Conference USA,CUSA,Conference,Teams,2024-10-16T07:05:36.060774422Z,-1,-1,CoachesSalaries
2131,2131,,-1,-1,3512,-1,-1,Wilson,Tulsa,Kevin,SMG/sports_headshots/ncaaf/coach/kevin_wilson_s.jpg,-1,-1,-1,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.06260216Z,-1,-1,CoachesSalaries
2217,2217,,-1,-1,3408,-1,-1,Diaz,Duke,Manny,SMG/sports_headshots/ncaaf/coach/manny_diaz_s.jpg,-1,-1,-1,2024,head,Atlantic Coast Conference,CFB,1,Atlantic Coast,ACC,Conference,Teams,2024-10-16T07:05:36.060204489Z,-1,-1,CoachesSalaries
3460,3460,,-1,-1,3416,-1,-1,O'Brien,Boston College,Bill,SMG/sports_headshots/ncaaf/coach/bill_o'brien_s.jpg,-1,-1,-1,2024,head,Atlantic Coast Conference,CFB,1,Atlantic Coast,ACC,Conference,Teams,2024-10-16T07:05:36.059815757Z,-1,-1,CoachesSalaries
3490,3490,,-1,-1,3493,-1,-1,Sitake,BYU,Kalani,SMG/sports_headshots/ncaaf/coach/kalani_sitake_s.jpg,-1,-1,-1,2024,head,Big 12 Conference,CFB,71,Big 12,Big 12,Conference,Teams,2024-10-16T07:05:36.059865587Z,-1,-1,CoachesSalaries
3615,3615,,-1,-1,3511,-1,-1,Sumrall,Tulane,Jon,SMG/sports_headshots/ncaaf/coach/jon_sumrall_s.jpg,-1,-1,-1,2024,head,American Athletic Conference,CFB,122,American Athletic Conference,AAC,Conference,Teams,2024-10-16T07:05:36.062577339Z,-1,-1,CoachesSalaries
3945,3945,,-1,-1,3420,-1,-1,Brown,Syracuse,Fran,SMG/sports_headshots/ncaaf/coach/fran_brown_s.jpg,-1,-1,-1,2024,head,Atlantic Coast Conference,CFB,1,Atlantic Coast,ACC,Conference,Teams,2024-10-16T07:05:36.062274662Z,-1,-1,CoachesSalaries
4964,4964,,-1,-1,3468,-1,-1,Taylor,Stanford,Troy,SMG/sports_headshots/ncaaf/coach/troy_taylor_s.jpg,-1,-1,-1,2024,head,Atlantic Coast Conference,CFB,1,Atlantic Coast,ACC,Conference,Teams,2024-10-16T07:05:36.062250278Z,-1,-1,CoachesSalaries
6631,6631,,-1,-1,3438,-1,-1,Braun,Northwestern,David,SMG/sports_headshots/ncaaf/coach/david_braun_s.jpg,-1,-1,-1,2024,head,Big Ten Conference,CFB,4,Big Ten,Big 10,Conference,Teams,2024-10-16T07:05:36.061639538Z,-1,-1,CoachesSalaries
73,73,,-1,-1,3492,-1,-1,Calhoun,Air Force,Troy,SMG/sports_headshots/ncaaf/coach/troy_calhoun_s.jpg,-1,-1,-1,2024,head,Mountain West Conference,CFB,87,Mountain West,MWC,Conference,Teams,2024-10-16T07:05:36.059367926Z,-1,-1,CoachesSalaries
